Gene stable ID	Gene name	Gene type	Gene description
ENSG00000237536	HTATSF1P1	processed_pseudogene	HIV-1 Tat specific factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13959]
ENSG00000288210	ASF1B	protein_coding	anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
ENSG00000299754		lncRNA	novel transcript, antisense to CLEC7A
ENSG00000235516	C6orf47-AS1	lncRNA	C6orf47 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39767]
ENSG00000228875	CSNK2B	protein_coding	casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460]
ENSG00000299765		lncRNA	novel transcript
ENSG00000309532		lncRNA	novel transcript
ENSG00000299832		lncRNA	novel transcript
ENSG00000299889		lncRNA	novel transcript, antisense to ACSM4 and LOF:ACSM4
ENSG00000234474	MIR3663HG	lncRNA	MIR3663 host gene [Source:HGNC Symbol;Acc:HGNC:50676]
ENSG00000289601		lncRNA	novel transcript, antisense to CDH6
ENSG00000299893		lncRNA	novel transcript
ENSG00000299894		lncRNA	novel transcript
ENSG00000299901		lncRNA	novel transcript
ENSG00000299911		lncRNA	novel transcript
ENSG00000299930		lncRNA	novel transcript
ENSG00000299940		lncRNA	novel transcript
ENSG00000299966		lncRNA	novel transcript
ENSG00000299983		lncRNA	novel transcript
ENSG00000266782	MIR3663	miRNA	microRNA 3663 [Source:HGNC Symbol;Acc:HGNC:38958]
ENSG00000296228		lncRNA	novel transcript
ENSG00000260423	LINC02367	lncRNA	long intergenic non-protein coding RNA 2367 [Source:HGNC Symbol;Acc:HGNC:53290]
ENSG00000288348	ADGRL1-AS1	lncRNA	ADGRL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55309]
ENSG00000236171	RPL12P26	processed_pseudogene	ribosomal protein L12 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36811]
ENSG00000186795	KCNK18	protein_coding	potassium two pore domain channel subfamily K member 18 [Source:HGNC Symbol;Acc:HGNC:19439]
ENSG00000295219		lncRNA	novel transcript
ENSG00000270194	GOLGA4-AS1	lncRNA	GOLGA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26469]
ENSG00000173578	XCR1	protein_coding	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]
ENSG00000288324	ADGRL1	protein_coding	adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973]
ENSG00000123739	PLA2G12A	protein_coding	phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
ENSG00000237937	LINC02702	lncRNA	long intergenic non-protein coding RNA 2702 [Source:HGNC Symbol;Acc:HGNC:54217]
ENSG00000298523		lncRNA	novel transcript
ENSG00000293414	TMEM277P	lncRNA	transmembrane protein 277, pseudogene [Source:HGNC Symbol;Acc:HGNC:25050]
ENSG00000225936	SLC18A2-AS1	lncRNA	SLC18A2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55843]
ENSG00000101187	SLCO4A1	protein_coding	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]
ENSG00000300839		lncRNA	novel transcript, antisense to ARID1B
ENSG00000223719	YWHAQP10	processed_pseudogene	YWHAQ pseudogene [Source:HGNC Symbol;Acc:HGNC:56392]
ENSG00000300840		lncRNA	novel transcript
ENSG00000300849		lncRNA	novel transcript
ENSG00000295293		lncRNA	novel transcript, antisense to CATSPER1
ENSG00000295316		lncRNA	novel transcript
ENSG00000155792	DEPTOR	protein_coding	DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]
ENSG00000287293		lncRNA	novel transcript
ENSG00000196277	GRM7	protein_coding	glutamate metabotropic receptor 7 [Source:HGNC Symbol;Acc:HGNC:4599]
ENSG00000254823	LINC02727	lncRNA	long intergenic non-protein coding RNA 2727 [Source:HGNC Symbol;Acc:HGNC:54244]
ENSG00000285603		lncRNA	novel transcript, antisense to GMDS
ENSG00000249102		lncRNA	novel transcript
ENSG00000277879		lncRNA	novel transcript, antisense to SLC18A2
ENSG00000297055		lncRNA	novel transcript
ENSG00000297041		lncRNA	novel transcript
ENSG00000137077	CCL21	protein_coding	C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]
ENSG00000272485		lncRNA	novel transcript
ENSG00000309567		lncRNA	novel transcript
ENSG00000300010		lncRNA	novel transcript
ENSG00000237675	TEX36-AS1	lncRNA	TEX36 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49500]
ENSG00000309569		lncRNA	novel transcript
ENSG00000287903		lncRNA	novel transcript
ENSG00000300031		lncRNA	novel transcript
ENSG00000295349		lncRNA	novel transcript, antisense to RAB30
ENSG00000309585		lncRNA	novel transcript
ENSG00000122490	SLC66A2	protein_coding	solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188]
ENSG00000272463		lncRNA	novel transcript
ENSG00000295353		lncRNA	novel transcript
ENSG00000300036		lncRNA	novel transcript
ENSG00000237494	LINC02919	lncRNA	long intergenic non-protein coding RNA 2919 [Source:HGNC Symbol;Acc:HGNC:55653]
ENSG00000309601		lncRNA	novel transcript
ENSG00000287851		lncRNA	novel transcript
ENSG00000300044		lncRNA	novel transcript
ENSG00000138756	BMP2K	protein_coding	BMP2 inducible kinase [Source:HGNC Symbol;Acc:HGNC:18041]
ENSG00000309607		lncRNA	novel transcript
ENSG00000300046		lncRNA	novel transcript
ENSG00000122694	GLIPR2	protein_coding	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]
ENSG00000300937		lncRNA	novel transcript
ENSG00000309632		lncRNA	novel transcript
ENSG00000300966		lncRNA	novel transcript, antisense to CCDC170
ENSG00000300047		lncRNA	novel transcript, antisense to RARG
ENSG00000175018	TEX36	protein_coding	testis expressed 36 [Source:HGNC Symbol;Acc:HGNC:31653]
ENSG00000309642		lncRNA	novel transcript
ENSG00000295372		lncRNA	novel transcript
ENSG00000300080		lncRNA	novel transcript
ENSG00000309693		lncRNA	novel transcript
ENSG00000300090		lncRNA	novel transcript
ENSG00000249494	DMXL1-DT	lncRNA	DMXL1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55568]
ENSG00000225231	LINC02470	lncRNA	long intergenic non-protein coding RNA 2470 [Source:HGNC Symbol;Acc:HGNC:53409]
ENSG00000300992		lncRNA	novel transcript
ENSG00000295418		lncRNA	novel transcript
ENSG00000301010		lncRNA	novel transcript
ENSG00000295456		lncRNA	novel transcript
ENSG00000254919		lncRNA	novel transcript
ENSG00000254333	NDST1-AS1	lncRNA	NDST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52899]
ENSG00000282843		lncRNA	novel transcript
ENSG00000234577	SYNE1-AS1	lncRNA	SYNE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40793]
ENSG00000305714		lncRNA	novel transcript
ENSG00000309729		lncRNA	novel transcript, antisense to DTWD2
ENSG00000309738		lncRNA	novel transcript
ENSG00000238099	LINC01625	lncRNA	long intergenic non-protein coding RNA 1625 [Source:HGNC Symbol;Acc:HGNC:52052]
ENSG00000142623	PADI1	protein_coding	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]
ENSG00000267968		lncRNA	novel transcript, antisense to KLK15
ENSG00000309743		lncRNA	novel transcript
ENSG00000309750		lncRNA	novel transcript, sense intronic to NDST1
ENSG00000268088		transcribed_unprocessed_pseudogene	lectin, galactoside-binding, soluble, 14 (LGALS14) pseudogene
ENSG00000214297	ALDOAP2	processed_pseudogene	ALDOA pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:416]
ENSG00000309751		lncRNA	novel transcript, sense intronic to DTWD2
ENSG00000250576		lncRNA	novel transcript
ENSG00000228021		lncRNA	novel transcript
ENSG00000213921	LEUTX	protein_coding	leucine twenty homeobox [Source:HGNC Symbol;Acc:HGNC:31953]
ENSG00000300165		lncRNA	novel transcript, antisense to EEA1
ENSG00000295466		lncRNA	novel transcript
ENSG00000300204		lncRNA	novel transcript
ENSG00000249352	LINC02198	lncRNA	long intergenic non-protein coding RNA 2198 [Source:HGNC Symbol;Acc:HGNC:53064]
ENSG00000303389		lncRNA	novel transcript
ENSG00000285705		lncRNA	novel transcript
ENSG00000189064	GAGE2A	protein_coding	G antigen 2A [Source:HGNC Symbol;Acc:HGNC:4099]
ENSG00000257932		lncRNA	novel transcript
ENSG00000295548		lncRNA	novel transcript, antisense to OSBPL5
ENSG00000309093		lncRNA	novel transcript
ENSG00000295552		lncRNA	novel transcript
ENSG00000300241		lncRNA	novel transcript, antisense to TCP11L2
ENSG00000295566		lncRNA	novel transcript, antisense to OSBPL5
ENSG00000257849		lncRNA	novel transcript
ENSG00000246273	SBF2-AS1	lncRNA	SBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27438]
ENSG00000176771	NCKAP5	protein_coding	NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]
ENSG00000148346	LCN2	protein_coding	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]
ENSG00000130829	DUSP9	protein_coding	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]
ENSG00000295786		lncRNA	novel transcript
ENSG00000306107		lncRNA	novel transcript, antisense to CACNA1A
ENSG00000300289		lncRNA	novel transcript
ENSG00000300345		lncRNA	novel transcript
ENSG00000301725		lncRNA	novel transcript, antisense to CACNA1A
ENSG00000300370		lncRNA	novel transcript
ENSG00000305935		lncRNA	novel transcript, antisense to CACNA1A
ENSG00000300385		lncRNA	novel transcript
ENSG00000100288	CHKB	protein_coding	choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]
ENSG00000300413		lncRNA	novel transcript
ENSG00000134962	KLB	protein_coding	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]
ENSG00000257741	LINC01490	lncRNA	long intergenic non-protein coding RNA 1490 [Source:HGNC Symbol;Acc:HGNC:51146]
ENSG00000104904	OAZ1	protein_coding	ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]
ENSG00000142619	PADI3	protein_coding	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]
ENSG00000091879	ANGPT2	protein_coding	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]
ENSG00000288289	RN7SL231P	misc_RNA	RNA, 7SL, cytoplasmic 231, pseudogene [Source:HGNC Symbol;Acc:HGNC:46247]
ENSG00000288425		lncRNA	novel transcript
ENSG00000288433		lncRNA	novel transcript
ENSG00000288488	SAMD1	protein_coding	sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]
ENSG00000301043		lncRNA	novel transcript
ENSG00000280850		lncRNA	novel transcript
ENSG00000287548		lncRNA	novel transcript
ENSG00000224023	EDRF1-DT	lncRNA	EDRF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54128]
ENSG00000295694		lncRNA	novel transcript
ENSG00000295813		lncRNA	novel transcript, antisense to MTCH2
ENSG00000301062		lncRNA	novel transcript, antisense to PLEKHG1
ENSG00000295816		lncRNA	novel transcript, antisense to AHNAK
ENSG00000206113	CFAP99	protein_coding	cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180]
ENSG00000174460	ZCCHC12	protein_coding	zinc finger CCHC-type containing 12 [Source:HGNC Symbol;Acc:HGNC:27273]
ENSG00000287497		lncRNA	novel transcript
ENSG00000309762		lncRNA	novel transcript
ENSG00000257058		lncRNA	novel transcript
ENSG00000309769		lncRNA	novel transcript
ENSG00000250066		lncRNA	novel transcript
ENSG00000255411	LINC02548	lncRNA	long intergenic non-protein coding RNA 2548 [Source:HGNC Symbol;Acc:HGNC:53583]
ENSG00000309809		lncRNA	novel transcript
ENSG00000309830		lncRNA	novel transcript
ENSG00000309850		lncRNA	novel transcript
ENSG00000248473	LINC01962	lncRNA	long intergenic non-protein coding RNA 1962 [Source:HGNC Symbol;Acc:HGNC:52787]
ENSG00000300534		lncRNA	novel transcript, antisense to ARPC3 and GPN3
ENSG00000236991	EDRF1-AS1	lncRNA	EDRF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49501]
ENSG00000251574		lncRNA	novel transcript
ENSG00000266634	MIR3972	miRNA	microRNA 3972 [Source:HGNC Symbol;Acc:HGNC:41876]
ENSG00000147378	FATE1	protein_coding	fetal and adult testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24683]
ENSG00000199459	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000273264		lncRNA	novel transcript
ENSG00000164344	KLKB1	protein_coding	kallikrein B1 [Source:HGNC Symbol;Acc:HGNC:6371]
ENSG00000282057		lncRNA	novel transcript
ENSG00000250519		lncRNA	novel transcript
ENSG00000287928		lncRNA	novel transcript, antisense to GRIN2B
ENSG00000300568		lncRNA	novel transcript
ENSG00000188219	POTEE	protein_coding	POTE ankyrin domain family member E [Source:HGNC Symbol;Acc:HGNC:33895]
ENSG00000203880	PCMTD2	protein_coding	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]
ENSG00000199934	SNORD81	snoRNA	Small nucleolar RNA SNORD81 [Source:RFAM;Acc:RF00136]
ENSG00000226643		lncRNA	novel transcript
ENSG00000295858		lncRNA	novel transcript
ENSG00000234419	CICP13	processed_pseudogene	capicua transcriptional repressor pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37907]
ENSG00000293645		lncRNA	novel transcript
ENSG00000126953	TIMM8A	protein_coding	translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]
ENSG00000276997		lncRNA	novel transcript
ENSG00000227936	HLA-DPA3	unprocessed_pseudogene	major histocompatibility complex, class II, DP alpha 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:19393]
ENSG00000257770	GPX5	protein_coding	glutathione peroxidase 5 [Source:HGNC Symbol;Acc:HGNC:4557]
ENSG00000295883		lncRNA	novel transcript
ENSG00000236152	MRPS36P1	processed_pseudogene	mitochondrial ribosomal protein S36 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29771]
ENSG00000257095		lncRNA	novel transcript, antisense to SRRM4
ENSG00000237665	GRM7-AS2	lncRNA	GRM7 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40266]
ENSG00000295905		lncRNA	novel transcript
ENSG00000295928		lncRNA	novel transcript, antisense to KIRREL3
ENSG00000288030		lncRNA	novel transcript, sense intronic to GRM7
ENSG00000295952		lncRNA	novel transcript, sense intronic to RP1-65P5.6
ENSG00000154485	MMP21	protein_coding	matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:HGNC:14357]
ENSG00000223117	RN7SKP296	misc_RNA	RN7SK pseudogene 296 [Source:HGNC Symbol;Acc:HGNC:46020]
ENSG00000300607		lncRNA	novel transcript
ENSG00000228730	LINC02013	lncRNA	long intergenic non-protein coding RNA 2013 [Source:HGNC Symbol;Acc:HGNC:52848]
ENSG00000222399	RNU6-791P	snRNA	RNA, U6 small nuclear 791, pseudogene [Source:HGNC Symbol;Acc:HGNC:47754]
ENSG00000267305		unprocessed_pseudogene	general transcription factor IIi (GTF2I) pseudogene
ENSG00000295977		lncRNA	novel transcript
ENSG00000295988		lncRNA	novel transcript
ENSG00000148290	SURF1	protein_coding	SURF1 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:11474]
ENSG00000246695	RASSF8-AS1	lncRNA	RASSF8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48637]
ENSG00000281185	GPX6	protein_coding	glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558]
ENSG00000237654	NTM-AS2	lncRNA	NTM antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40821]
ENSG00000232610	CCT6P4	processed_pseudogene	chaperonin containing TCP1 subunit 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35148]
ENSG00000274063		protein_coding	
ENSG00000143512	HHIPL2	protein_coding	HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
ENSG00000302074		lncRNA	novel transcript
ENSG00000114784	EIF1B	protein_coding	eukaryotic translation initiation factor 1B [Source:HGNC Symbol;Acc:HGNC:30792]
ENSG00000263937	U6	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000125931	CITED1	protein_coding	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]
ENSG00000265495		snoRNA	
ENSG00000274071		misc_RNA	
ENSG00000267265	GP6-AS1	lncRNA	GP6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55305]
ENSG00000263876	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000276049		misc_RNA	
ENSG00000276034		misc_RNA	
ENSG00000263728	Metazoa_SRP	misc_RNA	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000266672	SNORD32B	snoRNA	small nucleolar RNA, C/D box 32B [Source:HGNC Symbol;Acc:HGNC:32719]
ENSG00000301114		lncRNA	novel transcript
ENSG00000263419	Metazoa_SRP	misc_RNA	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000265903	7SK	misc_RNA	7SK RNA [Source:RFAM;Acc:RF00100]
ENSG00000266119	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265921	U6	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000301134		lncRNA	novel transcript
ENSG00000266759	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000265092	MIR4484	miRNA	microRNA 4484 [Source:HGNC Symbol;Acc:HGNC:41799]
ENSG00000150656	CNDP1	protein_coding	carnosine dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:20675]
ENSG00000266178	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000277371	Metazoa_SRP	misc_RNA	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000296018		lncRNA	novel transcript
ENSG00000265409	U6	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000301878		lncRNA	novel transcript, antisense to FANK1
ENSG00000263359	SNORD117	snoRNA	small nucleolar RNA, C/D box 117 [Source:HGNC Symbol;Acc:HGNC:32742]
ENSG00000265607	SNORD84	snoRNA	small nucleolar RNA, C/D box 84 [Source:HGNC Symbol;Acc:HGNC:32743]
ENSG00000263879	SNORA38	snoRNA	small nucleolar RNA, H/ACA box 38 [Source:HGNC Symbol;Acc:HGNC:32631]
ENSG00000222629	RNU2-42P	snRNA	RNA, U2 small nuclear 42, pseudogene [Source:HGNC Symbol;Acc:HGNC:48535]
ENSG00000264846	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000247675	LRP4-AS1	lncRNA	LRP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44128]
ENSG00000180155	LYNX1	protein_coding	Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]
ENSG00000234016	GNG10P1	processed_pseudogene	G protein subunit gamma 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49502]
ENSG00000265816	5S_rRNA	rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSG00000266781	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000233409	FANK1-AS1	lncRNA	FANK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43915]
ENSG00000264202	SNORD48	snoRNA	small nucleolar RNA, C/D box 48 [Source:HGNC Symbol;Acc:HGNC:10188]
ENSG00000295925		lncRNA	novel transcript, antisense to CTNNA3
ENSG00000263362	SNORD52	snoRNA	small nucleolar RNA, C/D box 52 [Source:HGNC Symbol;Acc:HGNC:10202]
ENSG00000272892		lncRNA	novel transcript
ENSG00000263869	U6	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000264955	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000291315		protein_coding	novel protein
ENSG00000240452	MTCO1P29	unprocessed_pseudogene	MT-CO1 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52094]
ENSG00000234114	CCHCR1	protein_coding	coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930]
ENSG00000239148	U8	snoRNA	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]
ENSG00000239142	U8	snoRNA	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]
ENSG00000243257	MTCO2P29	unprocessed_pseudogene	MT-CO2 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52158]
ENSG00000255528		lncRNA	novel transcript
ENSG00000225418	AKR1C5P	unprocessed_pseudogene	aldo-keto reductase family 1 member C5, pseudogene [Source:HGNC Symbol;Acc:HGNC:44679]
ENSG00000287683		lncRNA	novel transcript, antisense to EPHA7
ENSG00000213371	NAP1L1P3	processed_pseudogene	nucleosome assembly protein 1 like 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38007]
ENSG00000264006	AKR1C8	protein_coding	aldo-keto reductase family 1 member C8 [Source:HGNC Symbol;Acc:HGNC:23469]
ENSG00000254872	LINC02688	lncRNA	long intergenic non-protein coding RNA 2688 [Source:HGNC Symbol;Acc:HGNC:54184]
ENSG00000287366		lncRNA	novel transcript
ENSG00000289081		lncRNA	novel transcript
ENSG00000270782		processed_pseudogene	C18orf32 chromosome 18 open reading frame 32 (C18orf32) pseudogene
ENSG00000264477	MIR5682	miRNA	microRNA 5682 [Source:HGNC Symbol;Acc:HGNC:43477]
ENSG00000301156		lncRNA	novel transcript
ENSG00000229399		processed_pseudogene	prefoldin 5 (PFDN5) pseudogene
ENSG00000243813		processed_pseudogene	zinc finger protein pseudogene
ENSG00000272750		lncRNA	novel transcript, antisense to MIA3
ENSG00000199536	RNU6-315P	snRNA	RNA, U6 small nuclear 315, pseudogene [Source:HGNC Symbol;Acc:HGNC:47278]
ENSG00000250585	LINC00604	lncRNA	long intergenic non-protein coding RNA 604 [Source:HGNC Symbol;Acc:HGNC:43924]
ENSG00000309181		lncRNA	novel transcript
ENSG00000200118	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000234523	NDUFB1P2	processed_pseudogene	NADH:ubiquinone oxidoreductase subunit B1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37815]
ENSG00000239628		lncRNA	novel transcript
ENSG00000309824		lncRNA	novel transcript, antisense to PTPRH
ENSG00000233708		processed_pseudogene	epidermodysplasia verruciformis 1 (EVER1) pseudogene
ENSG00000242578		lncRNA	novel transcript
ENSG00000225099	ATP6V1E1P1	processed_pseudogene	ATPase H+ transporting V1 subunit E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:859]
ENSG00000255477		lncRNA	novel transcript
ENSG00000304115		lncRNA	novel transcript
ENSG00000284138	ATP6V0CP4	processed_pseudogene	ATPase H+ transporting V0 subunit c pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:40002]
ENSG00000283474	MIR6828	miRNA	microRNA 6828 [Source:HGNC Symbol;Acc:HGNC:50057]
ENSG00000255462		lncRNA	novel transcript
ENSG00000013293	SLC7A14	protein_coding	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]
ENSG00000207256	RNU6-880P	snRNA	RNA, U6 small nuclear 880, pseudogene [Source:HGNC Symbol;Acc:HGNC:47843]
ENSG00000287254		lncRNA	novel transcript
ENSG00000309906		lncRNA	novel transcript
ENSG00000283136	U6	snRNA	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000277513		processed_pseudogene	zinc finger and SCAN domain containing 2 (ZSCAN2) pseudogene
ENSG00000296302		lncRNA	novel transcript
ENSG00000226967	HAUS4P1	processed_pseudogene	HAUS augmin like complex subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43763]
ENSG00000228291	ARL4AP3	processed_pseudogene	ARF like GTPase 4A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:52372]
ENSG00000254599		lncRNA	novel transcript
ENSG00000229570	GAPDHP58	processed_pseudogene	glyceraldehyde 3 phosphate dehydrogenase pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:4142]
