gene,gene_symbol,gene_biotype,gene_description,log2FoldChange,pvalue,padj
ENSG00000182004.13,SNRPE,protein_coding,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161],0.4039477452641111,4.257314278720561e-12,1.5628966450136386e-11
ENSG00000182010.11,RTKN2,protein_coding,rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364],0.3889115915703357,0.0008556104305858,0.001517312481649
ENSG00000182013.18,PNMA8A,protein_coding,PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578],-1.8662762008392808,7.057221744637695e-28,6.498830266342255e-27
ENSG00000182021.10,ENSG00000182021,transcribed_unprocessed_pseudogene,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like (MTHFD1L) pseudogene,-0.2049815063603256,0.3616203086955618,0.4193633017273214
ENSG00000182022.18,CHST15,protein_coding,carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137],1.6702265716072449,3.740005420704808e-42,6.64791167619455e-41
ENSG00000182035.12,ADIG,protein_coding,adipogenin [Source:HGNC Symbol;Acc:HGNC:28606],-1.6238569083085828,1.0410491214944475e-06,2.4963917062657067e-06
ENSG00000182040.9,USH1G,protein_coding,USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356],-0.6510191310062484,0.0229561780628017,0.0339306619537319
ENSG00000182048.11,TRPC2,transcribed_unitary_pseudogene,transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334],3.879890993401842,1.1447232117317791e-44,2.2744430001990523e-43
ENSG00000182050.13,MGAT4C,protein_coding,MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871],-2.106076348565085,3.2669883500032565e-17,1.6774041791913826e-16
ENSG00000182053.12,TRIM49B,protein_coding,tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955],0.9588311006531728,0.1347752316183365,0.1742395610580448
ENSG00000182054.10,IDH2,protein_coding,isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383],-1.0884989432469587,3.4136547179099195e-30,3.535734391497445e-29
ENSG00000182057.5,OGFRP1,lncRNA,opioid growth factor receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50511],0.236388684956156,0.0003758456705191,0.0006953696508786
ENSG00000182070.6,OR52A1,protein_coding,olfactory receptor family 52 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8318],2.3111732844996036,5.644512754745941e-06,1.264649637544313e-05
ENSG00000182077.12,PTCHD3,protein_coding,patched domain containing 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:24776],-2.6009230023463457,1.5576895064604354e-24,1.2070455858537805e-23
ENSG00000182083.7,OR6B2,protein_coding,olfactory receptor family 6 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15041],0.298912489455622,0.6630328475184264,0.7016729007980095
ENSG00000182087.14,TMEM259,protein_coding,transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039],0.4386580654895807,4.861466968218108e-11,1.6590704113807812e-10
ENSG00000182093.16,GET1,protein_coding,guided entry of tail-anchored proteins factor 1 [Source:HGNC Symbol;Acc:HGNC:12790],0.2582952242545186,0.0009657955275913,0.0017013742122507
ENSG00000182095.14,TNRC18,protein_coding,trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962],-0.0697120264598954,0.2413511048748574,0.2938614103275003
ENSG00000182103.5,FAM181B,protein_coding,family with sequence similarity 181 member B [Source:HGNC Symbol;Acc:HGNC:28512],-2.233691520106576,2.958801628109937e-35,3.900342135194783e-34
ENSG00000182107.7,TMEM30B,protein_coding,transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254],-2.8296973586824583,1.834786924476759e-33,2.2184157705738174e-32
ENSG00000182108.11,DEXI,protein_coding,Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267],0.0233460064207261,0.7934735827452053,0.8176775482473501
ENSG00000182111.9,ZNF716,protein_coding,zinc finger protein 716 [Source:HGNC Symbol;Acc:HGNC:32458],2.3669420963216465,7.119029566182945e-07,1.735698250908122e-06
ENSG00000182117.6,NOP10,protein_coding,NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378],0.2332164414729707,0.000764498049827,0.001364017824832
ENSG00000182118.8,FAM89A,protein_coding,family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057],-0.8811054961971239,2.6157465158136556e-19,1.5236469004564366e-18
ENSG00000182132.14,KCNIP1,protein_coding,potassium voltage-gated channel interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:15521],-1.3567014773197306,2.310510860668953e-06,5.373208032889243e-06
ENSG00000182134.16,TDRKH,protein_coding,tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713],-0.6959850045122191,2.9887726311923984e-23,2.1588384216622533e-22
ENSG00000182141.10,ZNF708,protein_coding,zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945],0.1815794701279683,0.0199116131474651,0.029666767735014
ENSG00000182149.21,IST1,protein_coding,IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977],-0.1749546233288055,5.457660365462638e-10,1.7184419754641924e-09
ENSG00000182150.18,ERCC6L2,protein_coding,ERCC excision repair 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922],-0.3809704096142055,6.184733902694545e-08,1.654696972212675e-07
ENSG00000182154.8,MRPL41,protein_coding,mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492],-0.3387580808178004,0.0068753029925798,0.0109209667271219
ENSG00000182156.10,ENPP7,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:HGNC:23764],-0.185138474375904,0.5083762288401019,0.5607272879009513
ENSG00000182158.15,CREB3L2,protein_coding,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720],-0.2931019617490507,1.0557779600984153e-06,2.530064402228838e-06
ENSG00000182162.11,P2RY8,protein_coding,P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524],1.832659371480341,3.4061473609765126e-58,1.155581325638944e-56
ENSG00000182162.11_PAR_Y,P2RY8,protein_coding,P2Y receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15524],,,
ENSG00000182165.18,TP53TG1,lncRNA,TP53 target 1 [Source:HGNC Symbol;Acc:HGNC:17026],0.1387683195812578,0.1835018757428699,0.2300212089273599
ENSG00000182168.15,UNC5C,protein_coding,unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569],-0.3269722241402275,0.0090723861923646,0.0141855791415294
ENSG00000182170.3,MRGPRG,protein_coding,MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829],-0.0105092453618845,0.9938670963257366,
ENSG00000182173.13,TSEN54,protein_coding,tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561],-0.136069148326247,0.0303576286641721,0.0440709745295737
ENSG00000182175.14,RGMA,protein_coding,repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308],-0.4410307854397626,0.0014364096227426,0.0024819566645456
ENSG00000182177.14,ASB18,protein_coding,ankyrin repeat and SOCS box containing 18 [Source:HGNC Symbol;Acc:HGNC:19770],0.6672743263408325,0.0264965389493263,0.0388043473503065
ENSG00000182179.13,UBA7,protein_coding,ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471],0.6401355506363134,4.7581160858938755e-18,2.5670998195591873e-17
ENSG00000182180.14,MRPS16,protein_coding,mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048],-0.4973540484354821,3.56148119626417e-18,1.9356613935311868e-17
ENSG00000182183.15,SHISAL2A,protein_coding,shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757],1.8175014359651276,2.9519290877223797e-40,4.832850684150817e-39
ENSG00000182185.18,RAD51B,protein_coding,RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822],-0.3067755769793314,1.6286502747869268e-05,3.482363094241785e-05
ENSG00000182187.4,CRYGB,protein_coding,crystallin gamma B [Source:HGNC Symbol;Acc:HGNC:2409],1.0312492739750918,0.1489897436709557,0.1908190434139899
ENSG00000182195.9,LDOC1,protein_coding,LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548],-0.3416183508565657,5.501990447636428e-05,0.000111364917566
ENSG00000182196.13,ARL6IP4,protein_coding,ARF like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076],2.4502992270529713,3.2812684423350303e-34,4.1126604778026503e-33
ENSG00000182197.12,EXT1,protein_coding,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512],0.0003450056379089,0.9953736539838098,0.9960390107043872
ENSG00000182199.11,SHMT2,protein_coding,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],1.9530648665116288,1.33269793927298e-110,2.9151398211384858e-108
ENSG00000182208.14,MOB2,protein_coding,MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904],0.2011313384798344,0.000881274218734,0.0015603400419217
ENSG00000182218.9,HHIPL1,protein_coding,HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710],0.7093172286019844,6.092355154104576e-11,2.0642819444208912e-10
ENSG00000182220.15,ATP6AP2,protein_coding,ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305],-0.3190813673999523,0.0011221144187085,0.0019633928378191
ENSG00000182223.7,ZAR1,protein_coding,zygote arrest 1 [Source:HGNC Symbol;Acc:HGNC:20436],0.6955567027200029,0.1333085283653321,0.1725156480215271
ENSG00000182224.12,CYB5D1,protein_coding,cytochrome b5 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26516],-0.3141933229899239,0.0108069104146628,0.0167143717594036
ENSG00000182230.12,ENSG00000182230,,,2.736725365559506,5.1172743425207953e-23,3.6565917378298954e-22
ENSG00000182240.16,BACE2,protein_coding,beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934],-0.5503823525512103,0.0007483318600912,0.0013366676395768
ENSG00000182247.10,UBE2E2,protein_coding,ubiquitin conjugating enzyme E2 E2 [Source:HGNC Symbol;Acc:HGNC:12478],-0.2799009847300042,5.06922656485833e-05,0.0001029927175175
ENSG00000182253.15,SYNM,protein_coding,synemin [Source:HGNC Symbol;Acc:HGNC:24466],1.1112799817956986,5.562775687408726e-41,9.353429502619432e-40
ENSG00000182255.7,KCNA4,protein_coding,potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222],-2.5106793005549783,2.4536847787933405e-13,9.802461483055306e-13
ENSG00000182256.13,GABRG3,protein_coding,gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088],-2.9653662509704866,8.379516944190859e-27,7.337093395988284e-26
ENSG00000182257.8,PRR34,lncRNA,PRR34 long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:25606],0.3105756753441285,1.6032449900429376e-05,3.43171796260129e-05
ENSG00000182261.4,NLRP10,protein_coding,NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464],-1.697461726149698,7.618264996317634e-08,2.0215219984689525e-07
ENSG00000182263.14,FIGN,protein_coding,"fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]",0.4826357395654143,6.88858011028267e-05,0.0001380944683641
ENSG00000182264.9,IZUMO1,protein_coding,izumo sperm-oocyte fusion 1 [Source:HGNC Symbol;Acc:HGNC:28539],1.5084031027510956,2.1682386816484355e-16,1.0545974800049413e-15
ENSG00000182271.13,TMIGD1,protein_coding,transmembrane and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32431],-1.411571623199696,2.7284060730736266e-12,1.0159468676604664e-11
ENSG00000182272.12,B4GALNT4,protein_coding,"beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]",3.1858335373353928,9.944382878523215e-29,9.561937322616943e-28
ENSG00000182287.15,AP1S2,protein_coding,adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560],0.721437852571834,5.386120007297861e-24,4.065175560573448e-23
ENSG00000182307.14,C8orf33,protein_coding,chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104],-0.2460386758094117,0.0001498105684041,0.0002897031111268
ENSG00000182308.7,DCAF4L1,protein_coding,DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723],1.1467955832344368,1.4773990983257934e-13,5.992660999678139e-13
ENSG00000182310.15,SPACA6,protein_coding,sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113],0.7652658741355721,2.148317438789061e-09,6.454248892301735e-09
ENSG00000182315.9,MBD3L3,protein_coding,methyl-CpG binding domain protein 3 like 3 [Source:HGNC Symbol;Acc:HGNC:37205],0.2035460101910364,0.9463318913020268,
ENSG00000182318.6,ZSCAN22,protein_coding,zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929],0.1917698985464355,6.809224008122692e-05,0.0001365550579332
ENSG00000182324.7,KCNJ14,protein_coding,potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260],1.3386318480398276,1.1474872338783759e-29,1.1570033351233363e-28
ENSG00000182325.11,FBXL6,protein_coding,F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603],1.0912414388427645,5.516769485762139e-29,5.376914047730406e-28
ENSG00000182326.15,C1S,protein_coding,complement C1s [Source:HGNC Symbol;Acc:HGNC:1247],1.3361131827809505,7.734053616188946e-14,3.193346874934625e-13
ENSG00000182327.8,GLTPD2,protein_coding,glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756],-1.1122618705358374,5.289223012135398e-11,1.8017132843158223e-10
ENSG00000182329.14,KIAA2012,protein_coding,KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250],0.633497455577837,1.2324947782372403e-05,2.669263070512987e-05
ENSG00000182330.10,PRAMEF8,protein_coding,PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074],0.2535527015638434,0.8380373133395711,
ENSG00000182333.15,LIPF,protein_coding,"lipase F, gastric type [Source:HGNC Symbol;Acc:HGNC:6622]",5.697696281763883e-05,0.999869033402863,0.9999107798449072
ENSG00000182334.3,OR5P3,protein_coding,olfactory receptor family 5 subfamily P member 3 [Source:HGNC Symbol;Acc:HGNC:14784],-0.0400769549960927,0.9689316419164382,
ENSG00000182346.20,DAOA,protein_coding,D-amino acid oxidase activator [Source:HGNC Symbol;Acc:HGNC:21191],1.392721280516405,0.023067161249002,0.0340820829212323
ENSG00000182347.10,PDSS1P1,processed_pseudogene,decaprenyl diphosphate synthase subunit 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49740],1.2531859681986808,3.7969078709685744e-05,7.823436476875505e-05
ENSG00000182348.7,ZNF804B,protein_coding,zinc finger protein 804B [Source:HGNC Symbol;Acc:HGNC:21958],-2.9009951930466182,4.4714740319388746e-13,1.7566138430867626e-12
ENSG00000182351.7,CRIP1P4,processed_pseudogene,cysteine rich protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44519],1.493120347034345,0.0004088569366974,0.0007538250594855
ENSG00000182352.8,CD300LD-AS1,lncRNA,CD300LD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26480],2.4102224537497823,2.0107119361020704e-05,4.2646393600918085e-05
ENSG00000182359.15,KBTBD3,protein_coding,kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934],-0.37632362930237,5.336460567969317e-07,1.315753806413105e-06
ENSG00000182362.14,YBEY,protein_coding,ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299],0.3244220763965831,8.604164858341387e-06,1.8916026670534487e-05
ENSG00000182365.4,OR5F2P,unprocessed_pseudogene,olfactory receptor family 5 subfamily F member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15286],0.4114193949901647,0.7933724986359196,
ENSG00000182366.10,FAM87A,lncRNA,family with sequence similarity 87 member A [Source:HGNC Symbol;Acc:HGNC:27233],0.2973968107441239,0.1940321451999991,0.2418850257282837
ENSG00000182372.10,CLN8,protein_coding,CLN8 transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079],-0.3249277127833986,0.000238167204594,0.0004505276326359
ENSG00000182376.2,PIEZO1-AS1,lncRNA,PIEZO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58065],1.011881990901726,2.2127660697407632e-05,4.671676765309014e-05
ENSG00000182378.14,PLCXD1,protein_coding,phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148],0.9782075044167894,8.020762775844678e-18,4.2720326886153375e-17
ENSG00000182378.14_PAR_Y,PLCXD1,protein_coding,phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148],,,
ENSG00000182379.10,NXPH4,protein_coding,neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078],4.531148055496975,2.384932552086283e-133,1.0021737629398361e-130
ENSG00000182383.8,RPL27AP5,processed_pseudogene,ribosomal protein L27a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36420],0.786492037929314,0.0002227423325229,0.0004228352961038
ENSG00000182389.20,CACNB4,protein_coding,calcium voltage-gated channel auxiliary subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:1404],-1.352577212961416,3.2151979500042545e-12,1.19174282417985e-11
ENSG00000182393.3,IFNL1,protein_coding,interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363],2.5763645945829583,3.733115138793553e-14,1.577829077190457e-13
ENSG00000182397.14,DNM1P46,transcribed_unprocessed_pseudogene,dynamin 1 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35199],1.3425927272413911,4.0806070328103973e-23,2.9293780803199353e-22
ENSG00000182400.15,TRAPPC6B,protein_coding,trafficking protein particle complex subunit 6B [Source:HGNC Symbol;Acc:HGNC:23066],-0.3235999960326159,0.0001869308079986,0.0003579030146429
ENSG00000182405.6,PGBD4,protein_coding,piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401],-0.3414867777383857,1.416722136907236e-06,3.3589040953429466e-06
ENSG00000182415.10,CDY2A,protein_coding,chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810],0.1659920951640063,0.9279081845330336,
ENSG00000182446.14,NPLOC4,protein_coding,"NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]",0.1684701771285774,0.0009400569746816,0.0016587774169422
ENSG00000182447.4,OTOL1,protein_coding,otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071],0.8356796202738308,0.2083741158377531,0.2577517919046589
ENSG00000182450.13,KCNK4,protein_coding,potassium two pore domain channel subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:6279],0.6473858783677,0.1938379533348093,0.2416932589747444
ENSG00000182459.5,TEX19,protein_coding,testis expressed 19 [Source:HGNC Symbol;Acc:HGNC:33802],2.2626959630245373,1.8165450043798674e-07,4.665939511518133e-07
ENSG00000182463.16,TSHZ2,protein_coding,teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010],0.3039567376344972,0.0592970354835897,0.081985891644468
ENSG00000182472.9,CAPN12,protein_coding,calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249],3.079562352829461,3.2572023589235114e-82,2.49254028437495e-80
ENSG00000182473.22,EXOC7,protein_coding,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214],0.3214680901507639,1.9331321583207627e-12,7.2728157474434784e-12
ENSG00000182477.5,OR2B8,protein_coding,olfactory receptor family 2 subfamily B member 8 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:13968],-0.0748157934365295,0.8065387448025755,0.8295530226735927
ENSG00000182481.10,KPNA2,protein_coding,karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395],0.1942636705433815,0.0322572654480373,0.046640670188729
ENSG00000182484.15,WASH6P,protein_coding,"WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]",0.2320703859381498,0.0100137694039078,0.0155595072826727
ENSG00000182484.15_PAR_Y,WASH6P,protein_coding,"WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]",,,
ENSG00000182487.12,NCF1B,transcribed_unprocessed_pseudogene,neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522],2.2774943058669797,1.4053203781039013e-62,5.455467373799781e-61
ENSG00000182489.9,XKRX,protein_coding,XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845],0.849382172978623,1.8063815785895783e-08,5.0365463675429346e-08
ENSG00000182492.16,BGN,protein_coding,biglycan [Source:HGNC Symbol;Acc:HGNC:1044],1.0794031141304925,1.5256899169149647e-14,6.606404210421629e-14
ENSG00000182504.11,CEP97,protein_coding,centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244],-0.3008520235922333,8.878246083955609e-08,2.341077230174544e-07
ENSG00000182508.14,LHFPL1,protein_coding,LHFPL tetraspan subfamily member 1 [Source:HGNC Symbol;Acc:HGNC:6587],-0.6585220694204112,2.879456793352527e-05,6.008515843915123e-05
ENSG00000182511.12,FES,protein_coding,"FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]",0.6439085468931389,6.647722816050999e-17,3.3471990096710853e-16
ENSG00000182512.5,GLRX5,protein_coding,glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134],-1.096333301982924,1.1805312467407519e-40,1.9588558657384475e-39
ENSG00000182518.13,VCF2,protein_coding,VCP nuclear cofactor family member 2 [Source:HGNC Symbol;Acc:HGNC:25085],-0.6838333154219275,7.4730044942656416e-34,9.20907160932786e-33
ENSG00000182521.5,TBPL2,protein_coding,TATA-box binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:19841],2.434929464558439,3.167501149367545e-09,9.388440481332937e-09
ENSG00000182531.7,OR7E115P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 115 pseudogene [Source:HGNC Symbol;Acc:HGNC:15127],1.881465351046831,5.371926792870599e-05,0.0001088703224121
ENSG00000182533.7,CAV3,protein_coding,caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529],-1.988061285266532,4.275469081916063e-12,1.5694411563226597e-11
ENSG00000182534.13,MXRA7,protein_coding,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541],0.5174977598300164,5.363660089753819e-05,0.0001087165832866
ENSG00000182541.18,LIMK2,protein_coding,LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614],0.0104880154987808,0.8830031064479916,0.8970665877311006
ENSG00000182544.9,MFSD5,protein_coding,major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156],0.1072792754495125,0.1146719172105605,0.1502774941745006
ENSG00000182545.6,RNASE10,protein_coding,ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275],2.313452382574255,2.222291736453e-35,2.9456741378816963e-34
ENSG00000182551.14,ADI1,protein_coding,acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576],-0.92274549536325,2.1963573085479975e-25,1.7866242232753145e-24
ENSG00000182552.15,RWDD4,protein_coding,RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750],-0.1934291178225098,0.001993281742998,0.0033837545135043
ENSG00000182557.8,SPNS3,protein_coding,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative) [Source:HGNC Symbol;Acc:HGNC:28433]",0.1066938577871289,0.4296262416501697,0.4864291061217142
ENSG00000182565.8,OR4C2P,unprocessed_pseudogene,olfactory receptor family 4 subfamily C member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:14696],0.432745183858004,0.6968353691070126,
ENSG00000182566.14,CLEC4G,protein_coding,C-type lectin domain family 4 member G [Source:HGNC Symbol;Acc:HGNC:24591],0.3419273271304923,0.7401536792695667,0.7704211431865048
ENSG00000182568.17,SATB1,protein_coding,SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541],-0.5658747415878397,1.4451715093633576e-08,4.061572073015095e-08
ENSG00000182574.8,CSGALNACT2P1,processed_pseudogene,CSGALNACT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55033],1.531486906615385,4.1442117461257905e-15,1.8590160079259284e-14
ENSG00000182575.8,NXPH3,protein_coding,neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077],0.7904325293746646,5.1162325344643816e-08,1.3768215455928416e-07
ENSG00000182578.14,CSF1R,protein_coding,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433],1.5965760643964997,4.126639109682186e-41,6.975388846514308e-40
ENSG00000182580.3,EPHB3,protein_coding,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394],-1.1018411617529795,2.4186018560658143e-14,1.0345629369852381e-13
ENSG00000182583.12,VCX,protein_coding,variable charge X-linked [Source:HGNC Symbol;Acc:HGNC:12667],1.949865655701624,2.5530282323490895e-09,7.6180555900368e-09
ENSG00000182584.6,ENSG00000182584,,,-0.6474483352316034,0.0001840678031245,0.000352604632338
ENSG00000182585.10,EPGN,protein_coding,epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470],-3.921609873014612,1.1315309527087682e-78,7.776880740109159e-77
ENSG00000182586.9,LINC00334,lncRNA,long intergenic non-protein coding RNA 334 [Source:HGNC Symbol;Acc:HGNC:16425],-0.1649975541523964,0.2978440149796505,0.3542008761626825
ENSG00000182591.6,KRTAP11-1,protein_coding,keratin associated protein 11-1 [Source:HGNC Symbol;Acc:HGNC:18922],1.2595197725102034,0.0344876894414284,0.0496200112630181
ENSG00000182600.9,SNORC,protein_coding,secondary ossification center associated regulator of chondrocyte maturation [Source:HGNC Symbol;Acc:HGNC:33763],1.7569770807556613,4.904340253035028e-25,3.901968368732602e-24
ENSG00000182601.7,HS3ST4,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:5200],0.7270921630985068,0.0772543564128629,0.1046012631317633
ENSG00000182606.17,TRAK1,protein_coding,trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947],-0.5098244149753491,9.505533008689325e-14,3.9025801615379955e-13
ENSG00000182612.10,TSPAN10,protein_coding,tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942],-0.3829287795222792,0.0053702437369428,0.0086484285609665
ENSG00000182613.3,OR2V2,protein_coding,olfactory receptor family 2 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:15341],1.1918287994283951,0.0376121553867558,0.0537682092404402
ENSG00000182621.18,PLCB1,protein_coding,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917],-0.0487590098350524,0.6754241533171894,0.7125353705324197
ENSG00000182625.3,ENSG00000182625,processed_pseudogene,"guanine nucleotide binding protein (G protein), gamma 10 (GNG10) pseudogene",0.9003258320162776,0.030513359488281,0.0442822252393776
ENSG00000182628.13,SKA2,protein_coding,spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006],-0.2747122944281367,2.830945019685438e-07,7.15110684576098e-07
ENSG00000182631.7,RXFP3,protein_coding,relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883],1.1739876884504568,0.001786473819587,0.003051823759129
