gene,gene_symbol,gene_biotype,gene_description,log2FoldChange,pvalue,padj
ENSG00000000003.15,TSPAN6,protein_coding,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],-1.2641669095910697,5.401332236975314e-63,2.134863197030243e-61
ENSG00000000005.6,TNMD,protein_coding,tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757],-0.6219835461021481,0.0373146529448313,0.0533731789038607
ENSG00000000419.13,DPM1,protein_coding,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",-0.056846723223489,0.276900226276209,0.3322053755299536
ENSG00000000457.14,SCYL3,protein_coding,SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285],-0.3758361442205214,3.2018966834743956e-19,1.856270830511406e-18
ENSG00000000460.17,FIRRM,protein_coding,FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565],0.5839182004626292,1.3890123603709744e-20,8.702491251793245e-20
ENSG00000000938.13,FGR,protein_coding,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",1.5222437015247807,1.0987127258249617e-50,2.814584728230961e-49
ENSG00000000971.16,CFH,protein_coding,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883],0.6981354823141842,4.972232479209761e-05,0.0001011258310546
ENSG00000001036.14,FUCA2,protein_coding,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],0.1488002630705968,0.0164005512884754,0.0247309244813374
ENSG00000001084.13,GCLC,protein_coding,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],0.115357982737235,0.1199255475490065,0.1566182336846762
ENSG00000001167.14,NFYA,protein_coding,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],-0.0657944197013384,0.1576936295701625,0.200838955439052
ENSG00000001460.18,STPG1,protein_coding,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],-0.7022544699065904,7.839411956352915e-34,9.646524283512202e-33
ENSG00000001461.17,NIPAL3,protein_coding,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],-0.7740901606402463,7.288962534948425e-22,4.889657768858275e-21
ENSG00000001497.18,LAS1L,protein_coding,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],0.3246437024007412,3.5715007127216665e-12,1.3185047020824499e-11
ENSG00000001561.7,ENPP4,protein_coding,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],-0.5404862864585576,1.0851118947909112e-08,3.078178492808895e-08
ENSG00000001617.12,SEMA3F,protein_coding,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728],1.138250216588229,6.273331260669422e-37,8.935999426437943e-36
ENSG00000001626.16,CFTR,protein_coding,CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884],-0.7860721722694994,0.0009092082945901,0.0016070664210775
ENSG00000001629.10,ANKIB1,protein_coding,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],0.0449008129102741,0.5510587577813558,0.6003210773146719
ENSG00000001630.17,CYP51A1,protein_coding,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649],-1.033886805893801,1.6503905056389762e-14,7.128972658442697e-14
ENSG00000001631.16,KRIT1,protein_coding,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],0.5774921671140795,8.846963933478954e-20,5.296237943881227e-19
ENSG00000002016.18,RAD52,protein_coding,"RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]",0.5658124671610979,1.3289520525605988e-11,4.715363241675648e-11
ENSG00000002079.14,ENSG00000002079,,,1.800936177679474,4.9219079109590036e-17,2.500308341109015e-16
ENSG00000002330.14,BAD,protein_coding,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],0.438866484541965,3.643764843816398e-05,7.519856586170116e-05
ENSG00000002549.12,LAP3,protein_coding,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],-0.0331723118134123,0.6903087340186309,0.7258082481602357
ENSG00000002586.20,CD99,protein_coding,CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082],1.267922628290121,5.908657370077081e-50,1.4711451281505848e-48
ENSG00000002586.20_PAR_Y,CD99,protein_coding,CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082],,,
ENSG00000002587.10,HS3ST1,protein_coding,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],-0.741672008702669,2.9830811428874275e-08,8.175611823838854e-08
ENSG00000002726.21,AOC1,protein_coding,amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80],0.0004051475918196,0.9986411821048518,0.9988545198010952
ENSG00000002745.13,WNT16,protein_coding,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267],-0.064850285391818,0.7623319235896471,0.7901925450100282
ENSG00000002746.15,HECW1,protein_coding,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",-3.751757373906047,1.7854252763905713e-63,7.19941182156683e-62
ENSG00000002822.15,MAD1L1,protein_coding,mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762],1.5162788197552908,2.7331656797582145e-32,3.124810709382757e-31
ENSG00000002834.18,LASP1,protein_coding,LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513],0.2146575004501476,0.0001038183944768,0.0002040418630104
ENSG00000002919.15,SNX11,protein_coding,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975],-0.2320445991902646,3.15513040682453e-06,7.249082350528646e-06
ENSG00000002933.9,TMEM176A,protein_coding,transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930],1.277343949039584,5.77155726359117e-24,4.3485479577708623e-23
ENSG00000003056.8,M6PR,protein_coding,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]",0.0510997860398118,0.4837731616568987,0.5380573828332771
ENSG00000003096.14,KLHL13,protein_coding,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],-2.178021946051205,1.287165439178595e-75,7.915323902235098e-74
ENSG00000003137.8,CYP26B1,protein_coding,cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581],-1.647786190816031,8.102269427379349e-29,7.831539843607351e-28
ENSG00000003147.19,ICA1,protein_coding,islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343],-0.8195534483065183,9.7607110477559e-16,4.5643996684078356e-15
ENSG00000003249.15,DBNDD1,protein_coding,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],0.1531914583836276,0.2237485594138432,0.2746982493185562
ENSG00000003393.15,ALS2,protein_coding,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],-0.2301750076775748,2.203858529451537e-06,5.133905806012762e-06
ENSG00000003400.15,CASP10,protein_coding,caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500],0.2134806295156613,0.0003609729916166,0.0006691193046628
ENSG00000003402.20,CFLAR,protein_coding,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876],0.3948202602968099,1.626365593131735e-09,4.935348877067189e-09
ENSG00000003436.16,TFPI,protein_coding,tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760],1.077551135187359,8.123749567396226e-14,3.3507843919110445e-13
ENSG00000003509.16,NDUFAF7,protein_coding,NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816],0.0818710447423824,0.0812961444709397,0.1095751527738639
ENSG00000003756.17,RBM5,protein_coding,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902],0.2919814591936998,0.0001407299053955,0.0002729252009258
ENSG00000003987.14,MTMR7,protein_coding,myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454],-0.2468177882368668,0.0134776897951752,0.0205740815126374
ENSG00000003989.18,SLC7A2,protein_coding,solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060],0.6770017101583422,3.692241124785187e-05,7.615634826338411e-05
ENSG00000004059.11,ARF5,protein_coding,ARF GTPase 5 [Source:HGNC Symbol;Acc:HGNC:658],0.2322774974933444,0.000707323107736,0.0012668254469481
ENSG00000004139.14,SARM1,protein_coding,sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074],0.2701004187991544,6.475669682688987e-05,0.0001301819129965
ENSG00000004142.12,POLDIP2,protein_coding,DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781],-0.5856304630670007,9.663547705502389e-24,7.193773346589225e-23
ENSG00000004399.13,PLXND1,protein_coding,plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107],1.5947553038030924,1.91885215049539e-68,9.238260644957908e-67
ENSG00000004455.17,AK2,protein_coding,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362],-0.276583500607309,2.9472543475041513e-08,8.079734019848853e-08
ENSG00000004468.13,CD38,protein_coding,CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667],1.85149851617189,2.4250283553854517e-30,2.5364314047245565e-29
ENSG00000004478.8,FKBP4,protein_coding,FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720],-0.8967245896157753,1.2936332680158033e-44,2.5618109992157522e-43
ENSG00000004487.17,KDM1A,protein_coding,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079],-0.400921059894251,3.791768795289886e-23,2.724477161685416e-22
ENSG00000004534.15,RBM6,protein_coding,RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903],0.271930014706056,0.006613565787251,0.0105237088680443
ENSG00000004660.15,CAMKK1,protein_coding,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469],1.454831482166531,9.846142030074663e-69,4.7933901200070796e-67
ENSG00000004700.16,RECQL,protein_coding,RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948],0.5083091690343728,3.5809690863392503e-09,1.0567531763198144e-08
ENSG00000004766.17,VPS50,protein_coding,VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956],-0.447307383521153,9.373461047448282e-15,4.1127154974991984e-14
ENSG00000004776.13,HSPB6,protein_coding,heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511],-0.9481108338898552,6.972627115916862e-06,1.5470183380152903e-05
ENSG00000004777.18,ARHGAP33,protein_coding,Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085],2.1013591712181525,1.0872249618485019e-48,2.548063824480951e-47
ENSG00000004779.10,NDUFAB1,protein_coding,NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694],-0.1352320126745593,0.0996744110438766,0.1320355884922674
ENSG00000004799.8,PDK4,protein_coding,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812],0.6264742080393491,0.0014983711170091,0.002582405827998
ENSG00000004809.14,SLC22A16,protein_coding,solute carrier family 22 member 16 [Source:HGNC Symbol;Acc:HGNC:20302],2.1113291620624226,6.500989062865608e-22,4.3769976116305556e-21
ENSG00000004838.14,ZMYND10,protein_coding,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412],-0.0635610625974536,0.6685937757078865,0.7064186733609166
ENSG00000004846.16,ABCB5,protein_coding,ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46],2.051137676667667,2.7949492701526454e-11,9.699308159764728e-11
ENSG00000004848.8,ARX,protein_coding,aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060],3.557131456731525,1.1015389150162732e-18,6.189808819347748e-18
ENSG00000004864.14,SLC25A13,protein_coding,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983],-0.4081097129851586,1.99046540380507e-10,6.482511027525874e-10
ENSG00000004866.22,ST7,protein_coding,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],0.1559422480138894,0.0446743090558516,0.0630956454098566
ENSG00000004897.12,CDC27,protein_coding,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],0.1650392524411964,0.0007813971409537,0.0013928204145208
ENSG00000004939.15,SLC4A1,protein_coding,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],-3.1911270269141294,2.25920443710732e-15,1.0316961806977031e-14
ENSG00000004948.16,CALCR,protein_coding,calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440],1.1633019493084673,5.738562307241498e-07,1.409816343228354e-06
ENSG00000004961.15,HCCS,protein_coding,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],-0.3245576012006165,7.561024134461239e-05,0.000150955780669
ENSG00000004975.12,DVL2,protein_coding,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086],0.3093603969005876,2.1498701488267902e-10,6.98314209448051e-10
ENSG00000005001.10,PRSS22,protein_coding,serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368],-3.223258310143433,1.6462634457865827e-20,1.0267231364009954e-19
ENSG00000005007.13,UPF1,protein_coding,UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962],-0.5171747014388178,1.1672272882711789e-32,1.353870605746793e-31
ENSG00000005020.13,SKAP2,protein_coding,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687],0.0652971213017875,0.3932645522339022,0.4509190050076079
ENSG00000005022.6,SLC25A5,protein_coding,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],-1.128622956077738,6.845785482022443e-21,4.359751498681243e-20
ENSG00000005059.16,MCUB,protein_coding,mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076],1.6352580338700982,3.792656517769222e-49,9.09781761778752e-48
ENSG00000005073.6,HOXA11,protein_coding,homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101],-1.431484971673181,5.2405980587232785e-19,2.9993501721037027e-18
ENSG00000005075.15,POLR2J,protein_coding,RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197],0.630820861838619,2.6057362083943256e-10,8.41874743611889e-10
ENSG00000005100.13,DHX33,protein_coding,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],0.1019953797043754,0.0197774604480447,0.0294788097110406
ENSG00000005102.14,MEOX1,protein_coding,mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013],0.8288723982655742,3.40687991173369e-06,7.797571681399458e-06
ENSG00000005108.16,THSD7A,protein_coding,thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207],-1.6212532753745643,1.7633361370585378e-23,1.2921960273772708e-22
ENSG00000005156.12,LIG3,protein_coding,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],-0.161206399636462,0.0001570616017543,0.0003031011147096
ENSG00000005175.10,RPAP3,protein_coding,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],-0.3148325916905081,1.5869160525622478e-11,5.6020358571806865e-11
ENSG00000005187.12,ACSM3,protein_coding,acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522],-1.4399380155779342,3.571857707856054e-33,4.2584935698640223e-32
ENSG00000005189.20,REXO5,protein_coding,RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661],0.5200090809590955,3.5503675135764206e-11,1.224014432316408e-10
ENSG00000005194.15,CIAPIN1,protein_coding,cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050],-0.219909845255233,9.155071508199948e-05,0.0001810604184331
ENSG00000005206.17,SPPL2B,protein_coding,signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627],0.964705488180952,3.5272109187253587e-26,2.9837102569418965e-25
ENSG00000005238.20,ATOSB,protein_coding,atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666],0.4566540207461083,1.3864650802615027e-14,6.022053060553724e-14
ENSG00000005243.10,COPZ2,protein_coding,COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],0.6655109782327173,2.154065372846706e-09,6.470300201959408e-09
ENSG00000005249.13,PRKAR2B,protein_coding,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],-2.2430524841227615,6.188027974802637e-101,9.593245699189177e-99
ENSG00000005302.19,MSL3,protein_coding,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],0.5411349113447358,6.452138932609e-33,7.584865360188993e-32
ENSG00000005339.15,CREBBP,protein_coding,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],0.1806222156997464,0.0001512236924627,0.0002923060066873
ENSG00000005379.17,TSPOAP1,protein_coding,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],-0.0875700713723131,0.4876866576532095,0.5416805779920552
ENSG00000005381.8,MPO,protein_coding,myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218],0.4550618689617804,0.018557270474459,0.0277628820989534
ENSG00000005421.9,PON1,protein_coding,paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204],-1.5940041431375958,8.255195224110422e-11,2.7696937387294127e-10
ENSG00000005436.14,GCFC2,protein_coding,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],-0.2695326193452798,5.735763450533299e-07,1.4092010069460825e-06
ENSG00000005448.17,WDR54,protein_coding,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770],1.149804044428723,1.812081353344941e-33,2.1915159088774564e-32
ENSG00000005469.12,CROT,protein_coding,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],-1.263912387632499,1.968233110636e-75,1.1995704698715896e-73
ENSG00000005471.19,ABCB4,protein_coding,ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45],2.105152623029566,2.1552223577234023e-36,2.9934407603474007e-35
ENSG00000005483.21,KMT2E,protein_coding,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],0.2445149908540375,2.0847761842782384e-06,4.8683395891422795e-06
ENSG00000005486.17,RHBDD2,protein_coding,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],-0.496755675643282,3.3802901959292872e-09,9.993792602962203e-09
ENSG00000005513.10,SOX8,protein_coding,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203],0.8059715547744387,3.562463697975704e-05,7.360632347976198e-05
ENSG00000005700.15,IBTK,protein_coding,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],-0.3124002147057863,6.282001753637187e-08,1.6791262805838405e-07
ENSG00000005801.18,ZNF195,protein_coding,zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986],0.5744614154462585,1.1736769832042817e-22,8.229482172631427e-22
ENSG00000005810.18,MYCBP2,protein_coding,MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386],-0.2731063957642128,0.0005354017224959,0.0009726160073737
ENSG00000005812.11,FBXL3,protein_coding,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],-0.3418354532651532,8.50542820794257e-07,2.0584219100398145e-06
ENSG00000005844.19,ITGAL,protein_coding,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],2.5620304314361255,2.5631691954763964e-85,2.2243850931177768e-83
ENSG00000005882.12,PDK2,protein_coding,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],-0.7194221339647876,2.0194152618553276e-17,1.0499030681996703e-16
ENSG00000005884.18,ITGA3,protein_coding,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],0.5912535729589385,1.6346069804587949e-07,4.2155700022556185e-07
ENSG00000005889.16,ZFX,protein_coding,zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869],0.0119143756445228,0.8463335358056301,0.8650414291037148
ENSG00000005893.16,LAMP2,protein_coding,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],-0.0023164072365041,0.9740526099463236,0.9777469192395426
ENSG00000005961.19,ITGA2B,protein_coding,integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138],0.5732556597437446,0.0002818412241556,0.0005285515973204
ENSG00000005981.13,ASB4,protein_coding,ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009],0.5071456018653748,0.0600120155294556,0.0829074431700949
ENSG00000006007.12,GDE1,protein_coding,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],-0.485411546842575,1.6140229234759252e-08,4.517302765026333e-08
ENSG00000006015.18,REX1BD,protein_coding,required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098],0.7768717984915583,9.79592492247952e-13,3.767675531806174e-12
ENSG00000006016.11,CRLF1,protein_coding,cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364],-0.3274317651084437,0.1315766143209195,0.1704770003091263
ENSG00000006025.12,OSBPL7,protein_coding,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],0.568225268529908,8.647213703207195e-11,2.8955412081534836e-10
ENSG00000006042.12,TMEM98,protein_coding,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529],0.1934092755049322,0.1178805078483145,0.1541660391483703
ENSG00000006047.13,YBX2,protein_coding,Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948],1.3514738549513894,1.3266506367603388e-11,4.707546081730909e-11
ENSG00000006059.4,KRT33A,protein_coding,keratin 33A [Source:HGNC Symbol;Acc:HGNC:6450],2.735319697630885,8.115451823252636e-10,2.519361053341289e-09
ENSG00000006062.17,MAP3K14,protein_coding,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853],1.3349419232046758,2.2190680258005046e-41,3.789740987805611e-40
ENSG00000006071.15,ABCC8,protein_coding,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],-0.5022254638758965,0.0156675852922494,0.0236905402556711
ENSG00000006116.4,CACNG3,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407],0.3623122889665627,0.3128967810937482,0.3697337790210881
ENSG00000006118.15,TMEM132A,protein_coding,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],1.1777338094515433,2.1215665691041562e-19,1.243351173554753e-18
ENSG00000006125.18,AP2B1,protein_coding,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],-0.593621534883866,9.576627475072071e-35,1.229916253527755e-33
ENSG00000006128.12,TAC1,protein_coding,tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517],-2.921319468839858,6.391050487453632e-12,2.3195460455411683e-11
ENSG00000006194.10,ZNF263,protein_coding,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056],0.2587257612887852,5.583622198305815e-11,1.8975442521824755e-10
ENSG00000006210.7,CX3CL1,protein_coding,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],0.9794466423751438,5.9035655069996184e-24,4.4445136263917915e-23
ENSG00000006282.21,SPATA20,protein_coding,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],0.5325952697503726,1.649626114936579e-12,6.237563297018066e-12
ENSG00000006283.18,CACNA1G,protein_coding,calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394],0.5730243048309647,0.0045234679153393,0.0073564709063149
ENSG00000006327.14,TNFRSF12A,protein_coding,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152],0.7342720953016754,2.1061536852257557e-07,5.377528309191696e-07
ENSG00000006377.11,DLX6,protein_coding,distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919],2.596285976535375,1.182306464790799e-53,3.3793084062851096e-52
ENSG00000006432.15,MAP3K9,protein_coding,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861],-1.6696446864014551,7.295054898216222e-33,8.550582575095421e-32
ENSG00000006451.8,RALA,protein_coding,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839],0.3674455063847825,7.67998611929037e-08,2.037109939415758e-07
ENSG00000006453.14,BAIAP2L1,protein_coding,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],-0.3565227622893006,0.0204443413338667,0.0304113068953407
ENSG00000006459.11,KDM7A,protein_coding,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224],-0.0665043703116312,0.3465253206635283,0.4042162554134868
ENSG00000006468.14,ETV1,protein_coding,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490],-0.1706738225908398,0.2250941091477335,0.2761095998927874
ENSG00000006530.18,AGK,protein_coding,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],-0.0754741026165042,0.1185599090156172,0.154965726643496
ENSG00000006534.16,ALDH3B1,protein_coding,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],0.6997617535983169,8.649368430325503e-10,2.6805935517002843e-09
ENSG00000006555.11,TTC22,protein_coding,tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067],0.0520323890604876,0.6617907256985398,0.7006524835649403
ENSG00000006576.16,PHTF2,protein_coding,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],0.4790382604289819,2.7292516674067644e-14,1.163910548165705e-13
ENSG00000006606.9,CCL26,protein_coding,C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625],0.1886575375997841,0.3545029341679226,0.412337223707179
ENSG00000006607.14,FARP2,protein_coding,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",-0.5191981938129413,2.512051831427558e-17,1.299539210936347e-16
ENSG00000006611.17,USH1C,protein_coding,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],0.9053979529958144,1.1703108993431457e-08,3.3106515484902587e-08
ENSG00000006625.18,GGCT,protein_coding,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],-0.2385125069746508,0.0014787756369578,0.0025504686989318
ENSG00000006634.8,DBF4,protein_coding,DBF4-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17364],0.925671387839932,6.475229598827791e-22,4.360267060756909e-21
ENSG00000006638.13,TBXA2R,protein_coding,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],0.6440728961576083,1.84745609904216e-08,5.1471755826750985e-08
ENSG00000006652.15,IFRD1,protein_coding,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],1.030039424349548,1.3438214977504864e-22,9.390871630669482e-22
ENSG00000006659.13,LGALS14,protein_coding,galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054],2.1917199650707717,8.798202210204505e-05,0.0001743697317767
